#token,count,percentage
le,222,0.03011803
ai,194,0.02631936
it,174,0.02360602
en,171,0.02319902
es,154,0.02089269
ou,151,0.02048569
de,148,0.02007869
re,125,0.01695835
te,124,0.01682268
ll,114,0.01546602
la,113,0.01533035
el,111,0.01505901
qu,108,0.01465201
nt,105,0.01424501
an,104,0.01410935
er,103,0.01397368
ce,98,0.01329535
on,97,0.01315968
is,94,0.01275268
et,92,0.01248135
ur,89,0.01207435
se,86,0.01166734
ra,80,0.01085334
ue,78,0.01058201
me,75,0.01017501
ie,73,0.00990368
ar,72,0.00976801
ne,72,0.00976801
pa,70,0.00949668
tr,70,0.00949668
oi,66,0.00895401
sa,66,0.00895401
in,65,0.00881834
ir,65,0.00881834
un,65,0.00881834
ma,64,0.00868268
au,63,0.00854701
nd,63,0.00854701
pe,63,0.00854701
ut,61,0.00827567
ri,58,0.00786867
po,57,0.00773301
al,55,0.00746167
co,54,0.00732601
il,54,0.00732601
ta,54,0.00732601
as,51,0.00691901
ui,51,0.00691901
to,50,0.00678334
eu,49,0.00664767
ss,49,0.00664767
ns,48,0.00651201
or,48,0.00651201
av,45,0.00610501
om,44,0.00596934
ti,44,0.00596934
di,43,0.00583367
ro,43,0.00583367
ét,42,0.00569801
da,41,0.00556234
li,41,0.00556234
so,41,0.00556234
va,41,0.00556234
ve,41,0.00556234
ch,39,0.00529101
us,38,0.00515534
em,36,0.00488401
uv,35,0.00474834
ic,33,0.00447700
vo,33,0.00447700
fa,32,0.00434134
mo,31,0.00420567
ge,30,0.00407000
pr,30,0.00407000
rr,30,0.00407000
na,29,0.00393434
rt,29,0.00393434
si,29,0.00393434
ap,28,0.00379867
bi,28,0.00379867
st,28,0.00379867
du,27,0.00366300
ha,27,0.00366300
lu,26,0.00352734
mm,26,0.00352734
ng,26,0.00352734
su,25,0.00339167
at,24,0.00325600
je,24,0.00325600
tt,24,0.00325600
bl,23,0.00312034
do,23,0.00312034
rd,23,0.00312034
dr,22,0.00298467
lo,22,0.00298467
rs,20,0.00271334
be,19,0.00257767
nn,19,0.00257767
ei,18,0.00244200
mb,18,0.00244200
mi,18,0.00244200
pl,18,0.00244200
rè,18,0.00244200
gr,17,0.00230634
mp,17,0.00230634
nc,17,0.00230634
pi,17,0.00230634
ux,17,0.00230634
ab,16,0.00217067
ag,16,0.00217067
fo,16,0.00217067
im,16,0.00217067
ts,16,0.00217067
ès,16,0.00217067
ée,16,0.00217067
bo,15,0.00203500
ea,15,0.00203500
iv,15,0.00203500
tu,15,0.00203500
os,14,0.00189934
vr,14,0.00189934
dé,13,0.00176367
ja,13,0.00176367
no,13,0.00176367
ré,13,0.00176367
vi,13,0.00176367
ca,12,0.00162800
he,12,0.00162800
té,12,0.00162800
am,11,0.00149233
cl,11,0.00149233
ef,11,0.00149233
ni,11,0.00149233
êt,11,0.00149233
né,10,0.00135667
op,10,0.00135667
pu,10,0.00135667
rm,10,0.00135667
up,10,0.00135667
ez,9,0.00122100
fe,9,0.00122100
ga,9,0.00122100
ua,9,0.00122100
ye,9,0.00122100
br,8,0.00108533
là,8,0.00108533
mê,8,0.00108533
sé,8,0.00108533
uc,8,0.00108533
ud,8,0.00108533
ça,8,0.00108533
êm,8,0.00108533
ac,7,0.00094967
ah,7,0.00094967
cr,7,0.00094967
fi,7,0.00094967
id,7,0.00094967
io,7,0.00094967
ny,7,0.00094967
ot,7,0.00094967
oy,7,0.00094967
ru,7,0.00094967
ul,7,0.00094967
éc,7,0.00094967
él,7,0.00094967
ér,7,0.00094967
és,7,0.00094967
ôt,7,0.00094967
ad,6,0.00081400
ba,6,0.00081400
ci,6,0.00081400
cu,6,0.00081400
ec,6,0.00081400
ed,6,0.00081400
eg,6,0.00081400
ex,6,0.00081400
hé,6,0.00081400
jo,6,0.00081400
lq,6,0.00081400
nç,6,0.00081400
pé,6,0.00081400
tê,6,0.00081400
uo,6,0.00081400
ép,6,0.00081400
ay,5,0.00067833
cé,5,0.00067833
ds,5,0.00067833
ep,5,0.00067833
ev,5,0.00067833
go,5,0.00067833
gu,5,0.00067833
ho,5,0.00067833
ls,5,0.00067833
nf,5,0.00067833
nu,5,0.00067833
ps,5,0.00067833
sp,5,0.00067833
vu,5,0.00067833
vé,5,0.00067833
ya,5,0.00067833
èr,5,0.00067833
aî,4,0.00054267
ff,4,0.00054267
fl,4,0.00054267
gâ,4,0.00054267
ig,4,0.00054267
iè,4,0.00054267
lé,4,0.00054267
mé,4,0.00054267
of,4,0.00054267
rc,4,0.00054267
rn,4,0.00054267
rç,4,0.00054267
sc,4,0.00054267
sq,4,0.00054267
tc,4,0.00054267
tô,4,0.00054267
uu,4,0.00054267
yo,4,0.00054267
ât,4,0.00054267
ço,4,0.00054267
çu,4,0.00054267
ît,4,0.00054267
ût,4,0.00054267
œu,4,0.00054267
ao,3,0.00040700
eq,3,0.00040700
fr,3,0.00040700
fé,3,0.00040700
gi,3,0.00040700
gl,3,0.00040700
gn,3,0.00040700
gé,3,0.00040700
hi,3,0.00040700
hu,3,0.00040700
ib,3,0.00040700
iq,3,0.00040700
ié,3,0.00040700
ju,3,0.00040700
lh,3,0.00040700
pp,3,0.00040700
rg,3,0.00040700
rq,3,0.00040700
rv,3,0.00040700
rô,3,0.00040700
sb,3,0.00040700
th,3,0.00040700
ub,3,0.00040700
uf,3,0.00040700
xt,3,0.00040700
zm,3,0.00040700
én,3,0.00040700
év,3,0.00040700
aç,2,0.00027133
bu,2,0.00027133
cô,2,0.00027133
dm,2,0.00027133
eç,2,0.00027133
fu,2,0.00027133
fû,2,0.00027133
gt,2,0.00027133
jà,2,0.00027133
nq,2,0.00027133
ob,2,0.00027133
oc,2,0.00027133
og,2,0.00027133
oh,2,0.00027133
ol,2,0.00027133
oq,2,0.00027133
rl,2,0.00027133
rû,2,0.00027133
sm,2,0.00027133
sœ,2,0.00027133
ug,2,0.00027133
uy,2,0.00027133
ué,2,0.00027133
xe,2,0.00027133
ze,2,0.00027133
éj,2,0.00027133
ôl,2,0.00027133
ûl,2,0.00027133
af,1,0.00013567
az,1,0.00013567
bs,1,0.00013567
bé,1,0.00013567
bê,1,0.00013567
cc,1,0.00013567
ct,1,0.00013567
cœ,1,0.00013567
dê,1,0.00013567
dû,1,0.00013567
ee,1,0.00013567
eh,1,0.00013567
eû,1,0.00013567
fâ,1,0.00013567
gè,1,0.00013567
ia,1,0.00013567
if,1,0.00013567
ij,1,0.00013567
ip,1,0.00013567
ix,1,0.00013567
lt,1,0.00013567
lœ,1,0.00013567
my,1,0.00013567
nz,1,0.00013567
od,1,0.00013567
oî,1,0.00013567
où,1,0.00013567
oû,1,0.00013567
ph,1,0.00013567
rp,1,0.00013567
rê,1,0.00013567
sd,1,0.00013567
sj,1,0.00013567
sè,1,0.00013567
sê,1,0.00013567
sû,1,0.00013567
uj,1,0.00013567
uà,1,0.00013567
uè,1,0.00013567
vî,1,0.00013567
xa,1,0.00013567
ys,1,0.00013567
zo,1,0.00013567
zv,1,0.00013567
àh,1,0.00013567
âc,1,0.00013567
çà,1,0.00013567
èc,1,0.00013567
èg,1,0.00013567
èm,1,0.00013567
èt,1,0.00013567
éa,1,0.00013567
éb,1,0.00013567
éf,1,0.00013567
ég,1,0.00013567
éi,1,0.00013567
ém,1,0.00013567
éo,1,0.00013567
êv,1,0.00013567
îc,1,0.00013567
în,1,0.00013567
ûr,1,0.00013567
