#token,count,percentage
de,82,0.03867925
à,62,0.02924528
elle,52,0.02452830
la,46,0.02169811
et,40,0.01886792
le,40,0.01886792
se,31,0.01462264
*,28,0.01320755
que,26,0.01226415
un,26,0.01226415
pas,23,0.01084906
bien,22,0.01037736
tout,22,0.01037736
une,22,0.01037736
en,19,0.00896226
les,19,0.00896226
sur,16,0.00754717
dans,15,0.00707547
des,15,0.00707547
du,15,0.00707547
je,15,0.00707547
mais,15,0.00707547
ne,15,0.00707547
comme,14,0.00660377
il,14,0.00660377
pour,14,0.00660377
alice,13,0.00613208
avait,12,0.00566038
lui,12,0.00566038
était,12,0.00566038
au,11,0.00518868
cela,11,0.00518868
ou,11,0.00518868
petite,11,0.00518868
qu'elle,11,0.00518868
cette,10,0.00471698
me,10,0.00471698
y,10,0.00471698
ce,9,0.00424528
par,9,0.00424528
sa,9,0.00424528
si,9,0.00424528
"alice,",8,0.00377358
fait,8,0.00377358
lapin,8,0.00377358
plus,8,0.00377358
qu'il,8,0.00377358
qui,8,0.00377358
son,8,0.00377358
car,7,0.00330189
d'une,7,0.00330189
faire,7,0.00330189
n'y,7,0.00330189
rien,7,0.00330189
trop,7,0.00330189
ces,6,0.00283019
même,6,0.00283019
a,5,0.00235849
avec,5,0.00235849
avoir,5,0.00235849
choses,5,0.00235849
clef,5,0.00235849
deux,5,0.00235849
dit,5,0.00235849
là,5,0.00235849
n'avait,5,0.00235849
quand,5,0.00235849
ses,5,0.00235849
trouva,5,0.00235849
"""je",4,0.00188679
allait,4,0.00188679
alors,4,0.00188679
aux,4,0.00188679
bouteille,4,0.00188679
c'est,4,0.00188679
comment,4,0.00188679
"et,",4,0.00188679
fois,4,0.00188679
peu,4,0.00188679
pouvait,4,0.00188679
près,4,0.00188679
sans,4,0.00188679
temps,4,0.00188679
"tombe,",4,0.00188679
trou,4,0.00188679
vous,4,0.00188679
vu,4,0.00188679
yeux,4,0.00188679
"après,",3,0.00141509
arrive,3,0.00141509
blanc,3,0.00141509
c'était,3,0.00141509
"cependant,",3,0.00141509
chats,3,0.00141509
"chauves-souris?""",3,0.00141509
commençait,3,0.00141509
coup,3,0.00141509
demander,3,0.00141509
donc,3,0.00141509
eut,3,0.00141509
faisait,3,0.00141509
ici,3,0.00141509
jamais,3,0.00141509
leur,3,0.00141509
long,3,0.00141509
ma,3,0.00141509
mangent-ils,3,0.00141509
milieu,3,0.00141509
mots,3,0.00141509
n'était,3,0.00141509
passage,3,0.00141509
pauvre,3,0.00141509
peine,3,0.00141509
"porte,",3,0.00141509
puis,3,0.00141509
quoi,3,0.00141509
s'était,3,0.00141509
savoir,3,0.00141509
"table,",3,0.00141509
toute,3,0.00141509
trouver,3,0.00141509
tête,3,0.00141509
étaient,3,0.00141509
"""et",2,0.00094340
"""les",2,0.00094340
"""si",2,0.00094340
[illustration],2,0.00094340
admirablement,2,0.00094340
aperçut,2,0.00094340
arrivé,2,0.00094340
aussi,2,0.00094340
autour,2,0.00094340
beau,2,0.00094340
beaucoup,2,0.00094340
bientôt,2,0.00094340
bon,2,0.00094340
cela;,2,0.00094340
celles,2,0.00094340
chute,2,0.00094340
côté,2,0.00094340
d'avoir,2,0.00094340
d'or.,2,0.00094340
demandant,2,0.00094340
dessus,2,0.00094340
