#token,count,percentage
he,293,0.04518119
th,251,0.03870470
er,184,0.02837317
in,164,0.02528913
it,132,0.02035466
nd,116,0.01788743
an,110,0.01696222
ou,105,0.01619121
sh,101,0.01557440
to,100,0.01542020
at,98,0.01511180
as,88,0.01356978
ha,88,0.01356978
ng,87,0.01341557
al,80,0.01233616
wa,80,0.01233616
en,78,0.01202776
on,75,0.01156515
or,73,0.01125675
re,73,0.01125675
le,72,0.01110254
li,70,0.01079414
ed,67,0.01033153
ll,66,0.01017733
hi,61,0.00940632
ve,61,0.00940632
se,58,0.00894372
ow,57,0.00878951
ut,57,0.00878951
el,53,0.00817271
ea,52,0.00801850
me,52,0.00801850
ic,51,0.00786430
of,51,0.00786430
te,51,0.00786430
de,50,0.00771010
no,50,0.00771010
ce,48,0.00740170
do,46,0.00709329
ho,46,0.00709329
ar,45,0.00693909
oo,44,0.00678489
is,43,0.00663069
ot,43,0.00663069
ke,42,0.00647648
be,41,0.00632228
fo,40,0.00616808
nt,40,0.00616808
st,40,0.00616808
wh,40,0.00616808
es,38,0.00585968
ne,38,0.00585968
ee,37,0.00570547
ti,36,0.00555127
gh,35,0.00539707
so,35,0.00539707
ad,34,0.00524287
ry,34,0.00524287
ch,32,0.00493446
ld,32,0.00493446
tt,32,0.00493446
ai,31,0.00478026
lo,31,0.00478026
ly,31,0.00478026
ra,31,0.00478026
sa,31,0.00478026
ur,31,0.00478026
ge,30,0.00462606
rs,30,0.00462606
co,29,0.00447186
ri,29,0.00447186
pe,28,0.00431766
we,28,0.00431766
la,27,0.00416345
wn,27,0.00416345
ab,26,0.00400925
bu,26,0.00400925
ma,26,0.00400925
ay,25,0.00385505
et,25,0.00385505
ul,25,0.00385505
un,25,0.00385505
wo,25,0.00385505
ht,24,0.00370085
id,24,0.00370085
ro,24,0.00370085
tl,23,0.00354665
wi,22,0.00339244
bo,21,0.00323824
om,21,0.00323824
us,21,0.00323824
go,20,0.00308404
po,20,0.00308404
ts,20,0.00308404
up,20,0.00308404
yo,20,0.00308404
ca,19,0.00292984
di,19,0.00292984
ev,19,0.00292984
ta,19,0.00292984
tu,19,0.00292984
ug,19,0.00292984
em,18,0.00277564
ey,18,0.00277564
op,18,0.00277564
fe,17,0.00262143
ig,17,0.00262143
nk,17,0.00262143
rt,17,0.00262143
mi,16,0.00246723
fi,15,0.00231303
if,15,0.00231303
il,15,0.00231303
im,15,0.00231303
lf,15,0.00231303
ok,15,0.00231303
si,15,0.00231303
tr,15,0.00231303
ga,14,0.00215883
ol,14,0.00215883
pl,14,0.00215883
rd,14,0.00215883
am,13,0.00200463
ap,13,0.00200463
bl,13,0.00200463
ie,13,0.00200463
ss,13,0.00200463
cu,12,0.00185042
ik,12,0.00185042
ir,12,0.00185042
pp,12,0.00185042
su,12,0.00185042
ag,11,0.00169622
bi,11,0.00169622
fa,11,0.00169622
ni,11,0.00169622
os,11,0.00169622
ac,10,0.00154202
av,10,0.00154202
ck,10,0.00154202
ds,10,0.00154202
eg,10,0.00154202
ft,10,0.00154202
hu,10,0.00154202
mo,10,0.00154202
na,10,0.00154202
ns,10,0.00154202
ny,10,0.00154202
oi,10,0.00154202
pi,10,0.00154202
rk,10,0.00154202
rn,10,0.00154202
uc,10,0.00154202
ud,10,0.00154202
yi,10,0.00154202
ak,9,0.00138782
ba,9,0.00138782
bb,9,0.00138782
nc,9,0.00138782
nl,9,0.00138782
ct,8,0.00123362
dr,8,0.00123362
ei,8,0.00123362
ep,8,0.00123362
ew,8,0.00123362
hr,8,0.00123362
mu,8,0.00123362
af,7,0.00107941
ef,7,0.00107941
ff,7,0.00107941
gr,7,0.00107941
gs,7,0.00107941
io,7,0.00107941
kn,7,0.00107941
mp,7,0.00107941
pa,7,0.00107941
rg,7,0.00107941
au,6,0.00092521
by,6,0.00092521
cr,6,0.00092521
da,6,0.00092521
dd,6,0.00092521
dl,6,0.00092521
ec,6,0.00092521
gi,6,0.00092521
ki,6,0.00092521
mb,6,0.00092521
my,6,0.00092521
oa,6,0.00092521
oc,6,0.00092521
ov,6,0.00092521
pr,6,0.00092521
qu,6,0.00092521
rr,6,0.00092521
ah,5,0.00077101
fr,5,0.00077101
lk,5,0.00077101
sc,5,0.00077101
sl,5,0.00077101
tc,5,0.00077101
vi,5,0.00077101
br,4,0.00061681
dn,4,0.00061681
eo,4,0.00061681
fl,4,0.00061681
fu,4,0.00061681
gl,4,0.00061681
ju,4,0.00061681
lt,4,0.00061681
od,4,0.00061681
oh,4,0.00061681
ru,4,0.00061681
sk,4,0.00061681
sm,4,0.00061681
ty,4,0.00061681
ui,4,0.00061681
um,4,0.00061681
ye,4,0.00061681
aw,3,0.00046261
cl,3,0.00046261
ex,3,0.00046261
ip,3,0.00046261
ks,3,0.00046261
nn,3,0.00046261
ps,3,0.00046261
pt,3,0.00046261
tw,3,0.00046261
ue,3,0.00046261
yt,3,0.00046261
ze,3,0.00046261
cy,2,0.00030840
dg,2,0.00030840
dv,2,0.00030840
eb,2,0.00030840
eh,2,0.00030840
gu,2,0.00030840
hy,2,0.00030840
ib,2,0.00030840
iv,2,0.00030840
iz,2,0.00030840
ja,2,0.00030840
lv,2,0.00030840
nu,2,0.00030840
nv,2,0.00030840
ox,2,0.00030840
pb,2,0.00030840
pu,2,0.00030840
py,2,0.00030840
rh,2,0.00030840
rl,2,0.00030840
rp,2,0.00030840
rw,2,0.00030840
sp,2,0.00030840
tp,2,0.00030840
ua,2,0.00030840
vo,2,0.00030840
wl,2,0.00030840
yl,2,0.00030840
aa,1,0.00015420
cc,1,0.00015420
ci,1,0.00015420
dh,1,0.00015420
du,1,0.00015420
dy,1,0.00015420
gg,1,0.00015420
gn,1,0.00015420
hl,1,0.00015420
ia,1,0.00015420
ix,1,0.00015420
ka,1,0.00015420
lm,1,0.00015420
lr,1,0.00015420
ls,1,0.00015420
mm,1,0.00015420
np,1,0.00015420
nw,1,0.00015420
nx,1,0.00015420
og,1,0.00015420
oq,1,0.00015420
oz,1,0.00015420
rm,1,0.00015420
rv,1,0.00015420
sw,1,0.00015420
sy,1,0.00015420
tm,1,0.00015420
ub,1,0.00015420
wr,1,0.00015420
xc,1,0.00015420
xe,1,0.00015420
xi,1,0.00015420
xp,1,0.00015420
xt,1,0.00015420
yc,1,0.00015420
zi,1,0.00015420
