#token,count,percentage
the,90,0.04117109
she,78,0.03568161
to,71,0.03247941
and,59,0.02698994
a,52,0.02378774
was,51,0.02333028
it,42,0.01921318
of,41,0.01875572
*,40,0.01829826
in,25,0.01143641
her,24,0.01097896
i,23,0.01052150
that,21,0.00960659
alice,20,0.00914913
had,19,0.00869167
very,19,0.00869167
but,17,0.00777676
for,17,0.00777676
you,17,0.00777676
down,15,0.00686185
little,15,0.00686185
not,14,0.00640439
on,14,0.00640439
so,14,0.00640439
be,13,0.00594694
as,12,0.00548948
or,12,0.00548948
at,11,0.00503202
"it,",11,0.00503202
like,11,0.00503202
up,11,0.00503202
with,11,0.00503202
all,10,0.00457457
if,10,0.00457457
out,10,0.00457457
there,10,0.00457457
this,10,0.00457457
how,9,0.00411711
into,9,0.00411711
no,9,0.00411711
what,9,0.00411711
when,9,0.00411711
about,8,0.00365965
me,8,0.00365965
one,8,0.00365965
think,8,0.00365965
thought,8,0.00365965
were,8,0.00365965
found,7,0.00320220
get,7,0.00320220
herself,7,0.00320220
nothing,7,0.00320220
said,7,0.00320220
went,7,0.00320220
by,6,0.00274474
could,6,0.00274474
"down,",6,0.00274474
eat,6,0.00274474
going,6,0.00274474
"herself,",6,0.00274474
much,6,0.00274474
rabbit,6,0.00274474
see,6,0.00274474
time,6,0.00274474
way,6,0.00274474
which,6,0.00274474
would,6,0.00274474
“i,6,0.00274474
do,5,0.00228728
either,5,0.00228728
is,5,0.00228728
my,5,0.00228728
shall,5,0.00228728
too,5,0.00228728
tried,5,0.00228728
use,5,0.00228728
wonder,5,0.00228728
“and,5,0.00228728
_very_,4,0.00182983
after,4,0.00182983
again.,4,0.00182983
any,4,0.00182983
bottle,4,0.00182983
ever,4,0.00182983
fall,4,0.00182983
fell,4,0.00182983
got,4,0.00182983
here,4,0.00182983
looked,4,0.00182983
marked,4,0.00182983
might,4,0.00182983
never,4,0.00182983
off,4,0.00182983
poor,4,0.00182983
quite,4,0.00182983
right,4,0.00182983
say,4,0.00182983
soon,4,0.00182983
suddenly,4,0.00182983
then,4,0.00182983
they,4,0.00182983
things,4,0.00182983
through,4,0.00182983
upon,4,0.00182983
"alice,",3,0.00137237
another,3,0.00137237
before,3,0.00137237
began,3,0.00137237
came,3,0.00137237
cats,3,0.00137237
dark,3,0.00137237
dear!,3,0.00137237
did,3,0.00137237
door,3,0.00137237
"door,",3,0.00137237
even,3,0.00137237
from,3,0.00137237
golden,3,0.00137237
good,3,0.00137237
"hall,",3,0.00137237
hand,3,0.00137237
having,3,0.00137237
head,3,0.00137237
"however,",3,0.00137237
it.,3,0.00137237
it’s,3,0.00137237
i’ll,3,0.00137237
just,3,0.00137237
key,3,0.00137237
look,3,0.00137237
moment,3,0.00137237
once,3,0.00137237
pictures,3,0.00137237
rabbit-hole,3,0.00137237
rather,3,0.00137237
remember,3,0.00137237
"see,",3,0.00137237
seemed,3,0.00137237
sort,3,0.00137237
such,3,0.00137237
"table,",3,0.00137237
under,3,0.00137237
well,3,0.00137237
words,3,0.00137237
across,2,0.00091491
among,2,0.00091491
an,2,0.00091491
back,2,0.00091491
beautifully,2,0.00091491
begun,2,0.00091491
behind,2,0.00091491
book,2,0.00091491
box,2,0.00091491
"but,",2,0.00091491
"cake,",2,0.00091491
can,2,0.00091491
candle,2,0.00091491
close,2,0.00091491
come,2,0.00091491
considering,2,0.00091491
"corner,",2,0.00091491
"could,",2,0.00091491
cupboards,2,0.00091491
curious,2,0.00091491
didn’t,2,0.00091491
"dinah,",2,0.00091491
doors,2,0.00091491
down.,2,0.00091491
ears,2,0.00091491
falling,2,0.00091491
feel,2,0.00091491
felt,2,0.00091491
few,2,0.00091491
find,2,0.00091491
finding,2,0.00091491
finished,2,0.00091491
"first,",2,0.00091491
"for,",2,0.00091491
forgotten,2,0.00091491
garden,2,0.00091491
generally,2,0.00091491
getting,2,0.00091491
go,2,0.00091491
great,2,0.00091491
grow,2,0.00091491
have,2,0.00091491
hear,2,0.00091491
hot,2,0.00091491
inches,2,0.00091491
it’ll,2,0.00091491
i’ve,2,0.00091491
jar,2,0.00091491
"key,",2,0.00091491
know.,2,0.00091491
large,2,0.00091491
latitude,2,0.00091491
longitude,2,0.00091491
low,2,0.00091491
made,2,0.00091491
make,2,0.00091491
makes,2,0.00091491
many,2,0.00091491
"me,”",2,0.00091491
miles,2,0.00091491
mind,2,0.00091491
must,2,0.00091491
nice,2,0.00091491
noticed,2,0.00091491
now,2,0.00091491
only,2,0.00091491
opened,2,0.00091491
out-of-the-way,2,0.00091491
own,2,0.00091491
"passage,",2,0.00091491
people,2,0.00091491
put,2,0.00091491
ran,2,0.00091491
rate,2,0.00091491
reach,2,0.00091491
round,2,0.00091491
rules,2,0.00091491
saying,2,0.00091491
seen,2,0.00091491
several,2,0.00091491
should,2,0.00091491
shutting,2,0.00091491
sister,2,0.00091491
small,2,0.00091491
still,2,0.00091491
that’s,2,0.00091491
their,2,0.00091491
there’s,2,0.00091491
they’ll,2,0.00091491
think—”,2,0.00091491
"this,",2,0.00091491
those,2,0.00091491
thump!,2,0.00091491
tired,2,0.00091491
top,2,0.00091491
trying,2,0.00091491
turned,2,0.00091491
two,2,0.00091491
watch,2,0.00091491
"way,",2,0.00091491
whether,2,0.00091491
white,2,0.00091491
"why,",2,0.00091491
wish,2,0.00091491
“do,2,0.00091491
“drink,2,0.00091491
“oh,2,0.00091491
"“poison,”",2,0.00091491
(alice,1,0.00045746
(and,1,0.00045746
(as,1,0.00045746
(dinah,1,0.00045746
"(for,",1,0.00045746
(it,1,0.00045746
(she,1,0.00045746
(though,1,0.00045746
(when,1,0.00045746
(which,1,0.00045746
(“which,1,0.00045746
_curtseying_,1,0.00045746
_never_,1,0.00045746
_not_,1,0.00045746
_one_,1,0.00045746
_that_,1,0.00045746
_through_,1,0.00045746
_took,1,0.00045746
_was_,1,0.00045746
_would_,1,0.00045746
actually,1,0.00045746
"advice,",1,0.00045746
advise,1,0.00045746
"afraid,",1,0.00045746
"afterwards,",1,0.00045746
against,1,0.00045746
air!,1,0.00045746
"air,",1,0.00045746
alas,1,0.00045746
alas!,1,0.00045746
alice!,1,0.00045746
"alice,)",1,0.00045746
alice;,1,0.00045746
alice’s,1,0.00045746
almost,1,0.00045746
along,1,0.00045746
aloud.,1,0.00045746
"altogether,",1,0.00045746
answer,1,0.00045746
"antipathies,",1,0.00045746
anxiously,1,0.00045746
anything,1,0.00045746
anything;,1,0.00045746
are,1,0.00045746
"as,",1,0.00045746
ask,1,0.00045746
ask:,1,0.00045746
asking!,1,0.00045746
ate,1,0.00045746
australia?”,1,0.00045746
away,1,0.00045746
"bank,",1,0.00045746
"bat,",1,0.00045746
bat?”,1,0.00045746
bats,1,0.00045746
"bats,",1,0.00045746
bats?,1,0.00045746
bats?”,1,0.00045746
beasts,1,0.00045746
because,1,0.00045746
beds,1,0.00045746
been,1,0.00045746
"before,",1,0.00045746
"before,”",1,0.00045746
begin.”,1,0.00045746
beginning,1,0.00045746
belong,1,0.00045746
best,1,0.00045746
bit,1,0.00045746
"bit,",1,0.00045746
bleeds;,1,0.00045746
blown,1,0.00045746
"book,”",1,0.00045746
book-shelves;,1,0.00045746
brave,1,0.00045746
bright,1,0.00045746
brightened,1,0.00045746
bring,1,0.00045746
burn,1,0.00045746
burning,1,0.00045746
"burnt,",1,0.00045746
buttered,1,0.00045746
cake.,1,0.00045746
candle.,1,0.00045746
care,1,0.00045746
cat.),1,0.00045746
catch,1,0.00045746
cats?”,1,0.00045746
centre,1,0.00045746
certain,1,0.00045746
certainly,1,0.00045746
chapter,1,0.00045746
cheated,1,0.00045746
"cherry-tart,",1,0.00045746
child,1,0.00045746
children,1,0.00045746
climb,1,0.00045746
coming,1,0.00045746
common,1,0.00045746
conversations,1,0.00045746
conversations?”,1,0.00045746
cool,1,0.00045746
couldn’t,1,0.00045746
country,1,0.00045746
creep,1,0.00045746
cried.,1,0.00045746
croquet,1,0.00045746
crying,1,0.00045746
"curiosity,",1,0.00045746
currants.,1,0.00045746
curtain,1,0.00045746
curtsey,1,0.00045746
"custard,",1,0.00045746
cut,1,0.00045746
"daisies,",1,0.00045746
daisy-chain,1,0.00045746
day,1,0.00045746
decided,1,0.00045746
deep,1,0.00045746
"deep,",1,0.00045746
deeply,1,0.00045746
delight,1,0.00045746
dinah,1,0.00045746
dipped,1,0.00045746
