#token,count,percentage
* *,26,0.01226994
à la,7,0.00330344
elle se,6,0.00283152
comme un,5,0.00235960
de la,5,0.00235960
le lapin,5,0.00235960
que je,5,0.00235960
tout à,5,0.00235960
de cette,4,0.00188768
de faire,4,0.00188768
de se,4,0.00188768
et de,4,0.00188768
la petite,4,0.00188768
par la,4,0.00188768
pas de,4,0.00188768
sur ses,4,0.00188768
une petite,4,0.00188768
c'est bien,3,0.00141576
car elle,3,0.00141576
cela lui,3,0.00141576
chats mangent-ils,3,0.00141576
commençait à,3,0.00141576
dans le,3,0.00141576
dans un,3,0.00141576
dans une,3,0.00141576
de ces,3,0.00141576
elle avait,3,0.00141576
elle n'avait,3,0.00141576
il n'y,3,0.00141576
"la table,",3,0.00141576
les yeux,3,0.00141576
mangent-ils les,3,0.00141576
milieu de,3,0.00141576
n'y a,3,0.00141576
n'était pas,3,0.00141576
petite clef,3,0.00141576
qu'il n'y,3,0.00141576
sur le,3,0.00141576
à coup,3,0.00141576
a pas,2,0.00094384
alice avait,2,0.00094384
alice ne,2,0.00094384
alice se,2,0.00094384
alice était,2,0.00094384
au milieu,2,0.00094384
avoir la,2,0.00094384
beaucoup à,2,0.00094384
bien que,2,0.00094384
ce qui,2,0.00094384
cela me,2,0.00094384
celles du,2,0.00094384
cette fois,2,0.00094384
"choses extraordinaires,",2,0.00094384
clef d'or.,2,0.00094384
comment elle,2,0.00094384
d'une façon,2,0.00094384
de choses,2,0.00094384
de rester,2,0.00094384
de son,2,0.00094384
"dit alice,",2,0.00094384
du côté,2,0.00094384
elle aperçut,2,0.00094384
elle en,2,0.00094384
elle essaya,2,0.00094384
elle eut,2,0.00094384
elle ne,2,0.00094384
elle s'était,2,0.00094384
en passant,2,0.00094384
en sortirait.,2,0.00094384
en verre,2,0.00094384
et elle,2,0.00094384
et le,2,0.00094384
faire deux,2,0.00094384
faire la,2,0.00094384
faisait bien,2,0.00094384
fermer comme,2,0.00094384
fois elle,2,0.00094384
fond du,2,0.00094384
il lui,2,0.00094384
il se,2,0.00094384
il y,2,0.00094384
je me,2,0.00094384
je ne,2,0.00094384
je pourrai,2,0.00094384
juste à,2,0.00094384
la clef,2,0.00094384
la pauvre,2,0.00094384
"la porte,",2,0.00094384
lapin blanc,2,0.00094384
latitude ou,2,0.00094384
le long,2,0.00094384
le plus,2,0.00094384
les chats,2,0.00094384
"les chauves-souris?""",2,0.00094384
lui faisait,2,0.00094384
mais alice,2,0.00094384
mais il,2,0.00094384
mal de,2,0.00094384
me fait,2,0.00094384
même pas,2,0.00094384
n'avait pas,2,0.00094384
n'y avait,2,0.00094384
ne pouvait,2,0.00094384
ne se,2,0.00094384
ni à,2,0.00094384
ou de,2,0.00094384
pas là,2,0.00094384
pas mal,2,0.00094384
peine de,2,0.00094384
"pensait alice,",2,0.00094384
petite bouteille,2,0.00094384
petite porte,2,0.00094384
peu près,2,0.00094384
"porte, elle",2,0.00094384
pouces de,2,0.00094384
quand tout,2,0.00094384
que ce,2,0.00094384
que les,2,0.00094384
que si,2,0.00094384
qui était,2,0.00094384
remit à,2,0.00094384
rien de,2,0.00094384
se demandant,2,0.00094384
se dit,2,0.00094384
se fait,2,0.00094384
se remit,2,0.00094384
se trouva,2,0.00094384
si elle,2,0.00094384
soit que,2,0.00094384
sous la,2,0.00094384
sur la,2,0.00094384
sur son,2,0.00094384
sur un,2,0.00094384
temps pour,2,0.00094384
"tombe, tombe,",2,0.00094384
tout juste,2,0.00094384
tout le,2,0.00094384
travers le,2,0.00094384
un instant,2,0.00094384
vu de,2,0.00094384
yeux sur,2,0.00094384
à des,2,0.00094384
à peine,2,0.00094384
à peu,2,0.00094384
à se,2,0.00094384
à temps,2,0.00094384
à travers,2,0.00094384
était trop,2,0.00094384
"""'quelle petite",1,0.00047192
"""_buvez-moi_"" mais",1,0.00047192
"""_poison_"" cela",1,0.00047192
"""_poison_,"" alice",1,0.00047192
"""ah! j'arriverai",1,0.00047192
"""allons, à",1,0.00047192
"""après une",1,0.00047192
"""buvez-moi"" admirablement",1,0.00047192
"""certes,"" dit",1,0.00047192
"""cette chute",1,0.00047192
"""dinah remarquera",1,0.00047192
"""eh mais,",1,0.00047192
"""et quand",1,0.00047192
"""et voyons",1,0.00047192
"""examinons d'abord,""",1,0.00047192
"""il n'y",1,0.00047192
"""je dois",1,0.00047192
"""je me",1,0.00047192
"""je pourrais",1,0.00047192
"""je vous",1,0.00047192
"""la belle",1,0.00047192
"""lequel est-ce?",1,0.00047192
"""les chats",1,0.00047192
"""les chauves-souris",1,0.00047192
"""mais,"" pensa",1,0.00047192
"""mangez-moi"" étaient",1,0.00047192
